id,artworks,cover,created_at,external_games,first_release_date,game_modes,genres,name,platforms,player_perspectives,release_dates,screenshots,similar_games,slug,summary,tags,updated_at,url,websites,checksum,language_supports,game_type,age_ratings,involved_companies,keywords,themes,version_parent,version_title,parent_game,alternative_names,game_engines,storyline,videos,game_localizations,collections,hypes,multiplayer_modes,status,game_status,bundles,franchises,rating,rating_count,total_rating,total_rating_count,dlcs
264743,[116675],327921.0,1693827759,"[2738876, 2738224]",1694736000,[1],"[10, 31, 32]",Bounce Trials,[161],,[586920],"[1134115, 1134117, 1134119, 1134121, 1134123, 1134124]","[111130, 55282, 29348, 87975, 96217, 13189, 106987, 27266, 26223, 28309]",bounce-trials,"Patience and timing are key Bounce Trials, where you are a perptually bouncing ball that bounces through levels to reach a goal. Your only influence over the ball is to move either left or right. Compete against the clock and earn Gold, Silver, and Bronze rewards based on your completion time.","[268435466, 268435487, 268435488]",1714070026,https://www.igdb.com/games/bounce-trials,"[578918, 578919]",85b65bf6-25a9-d30f-e4df-ec145f7d1aba,[788740],0,,,,,,,,,,,,,,,,,,,,,,,,
265412,[117124],328645.0,1694050161,[2739749],1694736000,[1],[31],Bancroft Academy,[6],,[614921],"[1137884, 1137885, 1137869, 1137876, 1137878, 1137880, 1137881, 1137882, 1137883]","[75900, 22425, 67166, 22426, 22472, 22422, 43130, 22423, 22469, 78389]",bancroft-academy,"""Bancroft Academy"" plunges you into the vibrant and unpredictable world of college life, with an enchanting twist. In this adult visual novel, every choice you make shapes the narrative, leading you down thrilling paths of romance, mystery, and magic.","[42, 268435487, 536871255, 536872873, 536873421, 536874498]",1720409057,https://www.igdb.com/games/bancroft-academy,"[579882, 579883]",34613431-7798-d020-66ce-a7c6adcaafef,"[791954, 791955]",0,,,"[343, 1961, 2509, 3586]",[42],,,,,,,,,,,,,,,,,,,,
199557,,260163.0,1651507895,[2434959],1694736000,[1],[31],Scarlet Maiden,[6],[4],"[521097, 521098]","[785189, 785191, 785196, 785187]","[75900, 43130, 77811, 28465, 22425, 75797, 22426, 43097, 51991, 67166]",scarlet-maiden,"Join Scarlet, the last remaining Maiden of the Sacred Flame, in her sinful quest to defeat the Prime Evil. Explore the randomly generated dungeons of the Underworld, learn new abilities, equip Scarlet with powerful equipment, and engage in lewd activities along the way.","[1, 42, 268435487, 536872873, 536874498]",1757038833,https://www.igdb.com/games/scarlet-maiden,[280124],9d5da595-3e8c-eabb-878f-8df796e8ab40,"[511832, 511833, 512083, 512084, 512085, 512086, 512087, 512082]",0,,"[200983, 200982]","[1961, 3586]","[1, 42]",,,,,,,,,,,,,,,,,,,,
264576,[116515],330078.0,1693815570,"[2738049, 2738688]",1694736000,[1],"[12, 15, 31]",The Princess's Dragon,[6],,[513246],"[1132930, 1132934, 1132938, 1132925, 1132927]","[25311, 27092, 35994, 96217, 28182, 106987, 28309, 113402, 103232, 115280]",the-princesss-dragon,Traverse the winding dungeon of the dragon as you attempt to reverse the curse that has been set upon you by the cursed sword.,"[1, 268435468, 268435471, 268435487]",1694832812,https://www.igdb.com/games/the-princesss-dragon,[578728],3892d49f-9824-37f3-4ed1-5d0f93080546,[787870],0,,[230606],,[1],,,,,,,,,,,,,,,,,,,,
268552,[118877],335766.0,1695692023,,1694736000,,[14],Captain Tsubasa: Rise of New Champions - Ultimate Edition,[130],,[519780],,"[116353, 113149, 116352, 113895, 100800, 116350, 118871, 121542, 116349, 15851]",captain-tsubasa-rise-of-new-champions-ultimate-edition,"The Ultimate Edition includes:
• Base Game
• Character Pass
• Character Mission Pass
• New Champions Uniform Set
• V Jump Accessories
• Shutetsu Uniform
• Tsubasa's Challenge Ball + Meiwa FC
• All-Japan Junior Youth Uniform
• Open Sky Uniform Set
• Hawk Uniform Set
• 2 goal performances","[1, 268435470]",1747169767,https://www.igdb.com/games/captain-tsubasa-rise-of-new-champions-ultimate-edition,[768477],c577f0be-8846-7dbb-88dc-786dd83ecbee,,0,[154022],,,[1],128769.0,Ultimate Edition,,,,,,,,,,,,,,,,,,
215608,[85226],241223.0,1662462135,"[2535872, 2534388]",1694736000,[1],[12],Mage Lords of Brams,[6],,"[704907, 704908]","[868750, 868754, 868756, 868753, 868759, 868758]","[25636, 57372, 111835, 113636, 54775, 96217, 106987, 28309, 115280, 81249]",mage-lords-of-brams,"Mage Lords of Brams is a ""bullet heaven""/""reverse bullet hell"" roguelite. Slaughter countless fantasy enemies with your powerful spells, powers and artifacts while gathering research scrolls to improve future runs inbetween levels. Thousands of race/class/item combinations allow for endless variety.","[1, 268435468]",1760258237,https://www.igdb.com/games/mage-lords-of-brams,"[308042, 502054]",4f6709c8-3564-53d7-d384-db41cd1b3110,[447666],0,,,,[1],,,,,,,,,,,,,,,,,,,,
260328,[114156],321849.0,1691339343,[2729343],1694736000,[1],"[12, 31, 32]",Maid Slaves & Golden Dungeon,[6],,[704909],[1137994],"[43097, 51991, 28465, 75900, 75797, 43130, 41895, 26163, 54815, 96217]",maid-slaves-and-golden-dungeon,A dungeon exploration RPG. Living a pure love life with a captured general. Go to the dungeon to earn money with the former general who now is my maid!,"[42, 268435468, 268435487, 268435488, 536872873, 536874498]",1754318650,https://www.igdb.com/games/maid-slaves-and-golden-dungeon,"[753664, 753665, 753666, 753667, 571373]",36316891-3439-1643-9ec3-6b645ff152d6,"[746068, 746069, 746070, 746071, 746072, 746073, 746066, 746067]",0,,,"[1961, 3586]",[42],,,,[179587],,,,[43007],,,,,,,,,,,,
267871,,332102.0,1695383480,[2744809],1694736000,[1],"[32, 35]",Rogue Cards,[6],,[518281],,"[19404, 96217, 106987, 40477, 19150, 113360, 116992, 88223, 77498, 36198]",rogue-cards,Roguelite deckbuilder with unique graveyard and monster mechanics set in a medieval randomized world,"[17, 268435488, 268435491, 536888204, 536909777]",1695390498,https://www.igdb.com/games/rogue-cards,[583858],9c4df79e-a68a-1509-6ae6-e46116fee5ea,,0,,,"[17292, 38865]",[17],,,,,,,[98390],,,,[24614],,,,,,,,,
265513,[117204],330069.0,1694066375,"[2740538, 2740124]",1694736000,[1],[32],Octopus Island,[6],,[513121],"[1138496, 1138497, 1138498, 1138499, 1138500, 1138501, 1138502]","[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",octopus-island,"'Octopus Island' is a leisure type game with the theme of ocean elements. The game simulates a pinball machine. The player controls the left and right baffles to hit the marbles out, so as not to let the marbles fall into the middle hole.",[268435488],1695278963,https://www.igdb.com/games/octopus-island,[580043],d119df36-b630-9b80-dfec-05acdded34ca,[792621],0,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,
266337,[117697],337609.0,1694506656,,1694736000,,[9],Puzzle Games Bundle: 5 in 1 - vol.2,[130],,[519806],"[1143175, 1143176, 1143177, 1143178, 1143179]","[87056, 95776, 19222, 87507, 41349, 121509, 90839, 25905, 356524, 354132]",puzzle-games-bundle-5-in-1-vol-dot-2,Train your brain with this awesome puzzle bundle!,"[34, 268435465]",1759122858,https://www.igdb.com/games/puzzle-games-bundle-5-in-1-vol-dot-2,[784347],60e94560-39c8-730d-3725-ac26124ab50d,[796496],3,"[154041, 152411]",,,[34],,,,,,,,,,,,,,,,,,,,
267081,,,1695016377,[2742900],1694736000,"[1, 2]",[10],Nascar Arcade Rush: Project-X Pack,[6],,[687882],"[1146857, 1146850, 1146851, 1146852, 1146853, 1146854, 1146855, 1146856]","[80382, 109292, 55192, 104983, 27553, 107227, 102023, 44178, 27378, 372764]",nascar-arcade-rush-project-x-pack,"Nascar Arcade Rush Project-X Pack is the ultimate digital bonus content pack for the Nascar Arcade Rush game including the Project-X Hovercraft, car customizations, drivers suit and helmet, and more!",[268435466],1736219985,https://www.igdb.com/games/nascar-arcade-rush-project-x-pack,[582642],debdde20-068f-2d32-9339-35211be06da9,"[800423, 800426, 800417, 800418, 800420, 800421, 800424, 800425, 800416, 800419, 800422, 800427, 800428]",13,,,,,,,254849.0,,,,,,,,,,,,,,,,,
254048,[110461],434632.0,1687171347,"[2714468, 2715435]",1694736000,[1],[31],Kletba Vlčího Moru,[6],,[586921],"[1075982, 1075983, 1075984, 1075985, 1075986, 1075987, 1075988, 1075989, 1075992, 1075993, 1075981, 1075990, 1075991]","[115374, 87622, 55282, 111130, 87975, 34218, 374066, 373977, 373448, 371963]",kletba-vlciho-moru,This is an indie 2D hand-drawn platformer game which takes place in fantasy environment set in Czechia. You will embody a creature consumed by hatred and get revenge on your enemies in this short game.,[268435487],1760978390,https://www.igdb.com/games/kletba-vlciho-moru,[559663],3e4b10bf-73f4-93a1-fbef-80c06330d219,"[715254, 715255, 715256, 715257]",0,,,,,,,,,[13],,,,,,,,,,,,,,,
267078,,,1695016251,[2742951],1694736000,"[1, 2, 3]",[32],P.R.O.T.O.C.O.O.L.: Silver Pack,[6],,[687881],"[1146830, 1146829, 1146827, 1146828, 1146831]","[113895, 105233, 111130, 32902, 119121, 40524, 96217, 106987, 37419, 28309]",p-dot-r-o-dot-t-o-dot-c-o-dot-o-l-dot-silver-pack,"P.R.O.T.O.C.O.O.L. It is a multiplayer TPS game with fantastic and colorful graphics, developed by a small team. Fight across multiple game modes and ever-growing maps. Take to the Field, Fight and Survive!","[1, 268435488]",1736219922,https://www.igdb.com/games/p-dot-r-o-dot-t-o-dot-c-o-dot-o-l-dot-silver-pack,[582639],2ff132d3-5624-257c-71be-b052653e0448,"[800395, 800400, 800390, 800391, 800392, 800393, 800396, 800401, 800397, 800399, 800394, 800398, 800402]",13,,,,[1],,,267046.0,,,,,,,,,,,,,,,,,
262795,[115409],330063.0,1692878431,"[2735639, 2735043]",1694736000,[1],"[12, 31, 32]",MareQuest: An Interactive Tail,[6],,[513245],"[1122372, 1122373, 1122374, 1122375, 1122376]","[29348, 96217, 106987, 113402, 28309, 80916, 30245, 113360, 105269, 109339]",marequest-an-interactive-tail,A terrible darkness threatens a world of overwhelmingly adorable mares. Can a new cute mare with amnesia save the world or will she lose more than her memories along the way?,"[268435468, 268435487, 268435488]",1760504523,https://www.igdb.com/games/marequest-an-interactive-tail,"[575975, 575974, 580673, 580674]",fdfd2a5d-9419-9143-0d2c-345c16dbf1c5,"[774908, 774909]",0,,,,,,,,,,,[97559],,,,,,,,,,,,,
264551,[116484],330056.0,1693815061,"[2738742, 2738452]",1694736000,[1],[32],I Commissioned Some Cats 2,[6],,[513119],"[1132740, 1132741, 1132742, 1132743, 1132744]","[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",i-commissioned-some-cats-2,I paid artists to hide cats and wool in 15 pieces of artwork. Can you find them all? Warning: Relaxing.,[268435488],1759486462,https://www.igdb.com/games/i-commissioned-some-cats-2,"[578684, 580563]",2efe2016-6a1f-6e95-dabd-86c3ca605a84,[787781],0,,[230562],"[570, 1140, 4004, 44629]",,,,,,,,,,[8961],,,,,,,,,,,
264552,[116485],327714.0,1693815148,"[2738758, 2738309]",1694736000,[1],,Kakuro,[6],,[587654],"[1132745, 1132747, 1132749, 1132751, 1132752]",,kakuro--1,This is a pure Kakuro puzzle.,,1757681431,https://www.igdb.com/games/kakuro--1,[578685],734f1434-9086-5332-1289-3eb1d004898a,"[792144, 792136, 792137, 792138, 792139, 792140, 792141, 792142, 792143, 792145, 792146, 792147, 792148, 792149, 792150, 792151, 792152, 792153, 792154, 787782]",0,,,,,,,,,,,,,,,,,,,,,,,,
265511,[117202],330073.0,1694066346,"[2740537, 2740126]",1694736000,[1],[32],Runner Fruit Jumping,[6],,[513127],"[1138483, 1138484, 1138485, 1138486, 1138487, 1138488, 1138490]","[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",runner-fruit-jumping,'Runner Fruit Jumping' is a cartoon style leisure game. The small animals controlled by the player rotate on the fruit. You need to jump the small animals from one fruit to another.,[268435488],1695278963,https://www.igdb.com/games/runner-fruit-jumping,[580041],ccd4b86c-c9f5-8340-518e-5a3cb6aee436,[792619],0,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,
258073,[112387],342429.0,1690297784,"[2724042, 2724171]",1694736000,"[1, 2, 3]","[8, 9, 31, 32]",Jelly & Toast,[6],[4],[534400],"[1095714, 1095717, 1095720, 1095724, 1095727]","[20342, 55173, 25646, 24426, 28070, 89597, 55190, 56033, 111130, 77529]",jelly-and-toast,"Jelly & Toast is a local co-op game where you control Jelly and Toast on an exciting quest for stolen magical ingredients. Throw your friends or boxes, beware of enemy cooks or kitchen hazards, and explore a world full of culinary challenges!","[1, 268435464, 268435465, 268435487, 268435488]",1761054504,https://www.igdb.com/games/jelly-and-toast,[567712],86daf1c7-a0d9-a7d0-983f-b0c2e7555dea,"[731369, 731370, 731371, 731372, 731373, 731374, 731375, 731376, 731377, 731378, 731379, 731380, 731381, 731382]",0,,[240140],,[1],,,,,,,,,,,,,,,,,,,,
264748,[116681],331485.0,1693827799,"[2738899, 2738453]",1694736000,[1],,Jet Up,[6],,[516447],"[1134152, 1134153, 1134155, 1134157, 1134159]",,jet-up,Jump with jetpack!. only you need to do is go up! the only thing you need is your skill!,,1760793447,https://www.igdb.com/games/jet-up,"[578925, 582316]",09501b21-a1a8-cc01-ac39-b285127d0b4c,[788756],0,,,,,,,,,,,,,,,,,,,,,,,,
264702,[116639],331466.0,1693825065,"[2738882, 2738423]",1694736000,"[1, 2]",,Circular Logic Games,[6],,[516457],"[1133816, 1133817, 1133819, 1133820, 1133818]",,circular-logic-games,"Chess, checkers, hexagon, other board games on round board, network or offline.",,1759756298,https://www.igdb.com/games/circular-logic-games,"[578870, 582332]",70c6414a-02cd-0f11-84a0-5edfa7ea7458,[788522],0,,,,,,,,,,,,,,,,,,,,,,,,
264724,[116658],327903.0,1693827504,"[2738929, 2737849]",1694736000,[1],[32],Delineation,"[6, 14]",,"[697756, 697757]","[1133962, 1133963, 1133964, 1133965, 1133966, 1133967, 1133968, 1133969, 1133970]","[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",delineation,The 3D dot-connecting puzzle game.,[268435488],1748219204,https://www.igdb.com/games/delineation,"[578897, 797921, 797922]",a4eeb8a6-abb1-4801-01b5-968c172665e8,[788626],0,,,,,,,,,,,,,,,,,,,,,,,,
260999,[114558],322758.0,1691628373,"[2730702, 2730840]",1694736000,[1],[32],Puzzle Valley,[6],,[704911],"[1113572, 1113560, 1113561, 1113562, 1113563, 1113564, 1113566, 1113570]","[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",puzzle-valley,Puzzle Valley is a puzzle game which is set in a small and peaceful world. The goal is to explore this world and discover new puzzles and some hints to solve them.,[268435488],1760705959,https://www.igdb.com/games/puzzle-valley,[572513],b216c83e-7471-4c67-9765-9261c8efc4e0,"[749007, 749008, 749009]",0,,,,,,,,,,,,,,,,,,,,,,,,
266826,,,1694762616,[2742711],1694736000,"[1, 2, 3]","[13, 31]",Icarus: Arcticus Outpost,[6],,[687880],"[1145565, 1145568, 1145566, 1145567]","[87622, 25311, 35994, 111130, 29348, 87975, 96217, 26574, 106987, 37419]",icarus-arcticus-outpost,"High in the mountains, on terraced cliffs or a large flat frozen lake give you a range of altitudes in which to build your perfect winter retreat.","[1, 268435469, 268435487]",1758424599,https://www.igdb.com/games/icarus-arcticus-outpost,"[841207, 841208, 841209, 841210, 582236]",a425f3a9-6d96-5086-3415-8c27d71636ed,"[799342, 799343, 799344, 799345, 799346, 799347, 799348, 799349, 799350, 799351, 799352, 799353, 799354, 799355, 799356, 799357, 799358, 799359, 799360]",1,,,,[1],,,134813.0,,,,,,,,,,,,,,,,,
253338,[109877],309083.0,1686877150,"[2713958, 2714434]",1694736000,[1],"[15, 31, 32]",Plasmatic,[6],,[645553],"[1071079, 1071080, 1071081, 1071082, 1071083, 1071084, 1071085, 1071086, 1071087, 1071088]","[113402, 79134, 109339, 113837, 65827, 25311, 35994, 111130, 28182, 36269]",plasmatic--1,Plasmatic is a virtual space in which our society has been closed with its own approval. We wake up from it unexpectedly. Our goal is to repair the main simulation core of Plasmatic. The continuation of life lived in it before will not be possible without the reparation…,"[268435471, 268435487, 268435488]",1761044343,https://www.igdb.com/games/plasmatic--1,[558611],ef2c1775-abc7-9860-a3e9-b2287555ddd5,"[710814, 710815, 710816, 710817, 710818, 710819, 710820, 710821, 710822, 710823, 710824, 710825, 710826]",0,,,,,,,,,,,,,,,,,,,,,,,,
236015,[99830],330082.0,1675858030,"[2668407, 3021271, 2665741]",1694736000,[1],"[5, 13, 31]",No Sun To Worship,"[6, 130]",,"[513128, 751743]","[982814, 982821, 982825, 982834, 982836, 982828]","[106805, 103302, 105269, 87622, 55038, 19164, 25311, 35994, 107318, 103301]",no-sun-to-worship--1,"Sneak into enemy bases, rescue hostages, hack computers and play your own way while you uncover a conspiracy to unearth unspeakable horrors. Stick to the shadows and stop an ancient curse in this mission-based stealth adventure!","[1, 268435461, 268435469, 268435487]",1760933527,https://www.igdb.com/games/no-sun-to-worship--1,"[828715, 828716, 828717, 807516, 755988, 527910, 580580]",5d23a896-eb58-1b8c-4f2b-02a37b9869f6,"[620581, 620582, 620583, 1282879, 1290479, 1290480, 1290484, 1290482, 1290483, 1290481]",0,"[213516, 210651]","[241006, 241007]",,[1],,,,[140440],,,"[101617, 101618]",,,,,,,,,,,,,
263056,[115592],325850.0,1692928397,"[2735741, 2735134]",1694736000,[1],"[10, 13, 32]",Redline Racing,[6],,[769671],"[1123947, 1123948, 1123949, 1123950, 1123952, 1123951]","[65827, 36269, 55590, 31515, 29348, 87975, 44178, 116582, 27378, 17130]",redline-racing,"High Pace, High Skill Time-trial Racing Game","[268435466, 268435469, 268435488]",1760787153,https://www.igdb.com/games/redline-racing,[576411],fbb1e6ef-b6a5-c622-46c2-b52ac34f5fd0,"[779757, 779758, 779759]",0,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,
263756,[115922],329495.0,1693292504,"[2737034, 2736758]",1694736000,[1],"[15, 31, 32]",Symmodance,[6],,[514077],"[1127579, 1127581, 1127583, 1127584, 1127586, 1127587, 1127590]","[111130, 25311, 35994, 96217, 28182, 106987, 28309, 113895, 113402, 25646]",symmodance,"Dive into the symphonic chaos of geometric warfare! Unleash futuristic weaponry, customize your hovering platform, conquer relentless foes and dance to victory in this mesmerizing reverse bullet hell shooter.","[1, 268435471, 268435487, 268435488]",1758472144,https://www.igdb.com/games/symmodance,"[577463, 581326]",bdfbcfd2-6071-faf5-e1eb-c5a23e5f05e2,"[784011, 784012]",0,,,,[1],,,,,[13],,,,,,,,,,,,,,,
240822,"[103487, 124433]",330030.0,1678089626,"[2681360, 2681211]",1694736000,[1],"[31, 32]",Adventure Apple Robots,[6],[4],[511507],"[1009688, 1009690, 1009689, 1009691, 1009692, 1009693, 1009694, 1009695]","[55282, 111130, 87975, 29348, 13189, 96217, 27266, 26223, 118637, 106987]",adventure-apple-robots,"Help the hero to find out why his brother is always running away, explore this fantastic world and unlock new skills as he ventures.","[268435487, 268435488]",1760799835,https://www.igdb.com/games/adventure-apple-robots,[535889],cc7eb61a-19cc-ffb7-2724-7a0265b566dc,"[645054, 645055, 645056, 645057, 645058, 645059, 645060, 645061]",0,,[243573],,,,,,,,,,,,,,,,,,,,,,
149855,[17842],184867.0,1622035507,"[2058156, 2016498, 2524737]",1694736000,[1],"[12, 15]",Rogue Card,[6],,[513244],"[471377, 471388, 471400, 471403, 471405, 471407, 471409]","[25311, 27092, 35994, 25636, 57372, 28182, 95340, 19404, 54775, 34024]",rogue-card,"Rogue Card is a roguelike deck builder, where every run is unique and strategy matters. Set in a randomized fantasy world, where tactical decisions affect the outcome of your whole game.","[1, 268435468, 268435471]",1760367118,https://www.igdb.com/games/rogue-card,"[188607, 457542, 580672]",6353112b-1e46-517e-12cd-32e30d817f60,[273634],0,,,,[1],,,,,,,,,,,,,,,,,,,,
264598,[116538],331467.0,1693815767,"[2738730, 2738299]",1694736000,[1],"[12, 31]",Clanswoman,[6],,[516432],"[1133065, 1133068, 1133070, 1133073, 1133075, 1133077, 1133079, 1133081]","[29348, 96217, 106987, 113402, 28309, 115280, 28129, 103232, 81249, 103303]",clanswoman,It is a story about the adventure of two sisters who leave their quiet lives behind and embark on a journey of revenge due to some unfortunate events. Turn based adventure game.,"[268435468, 268435487]",1759750871,https://www.igdb.com/games/clanswoman,"[578752, 582313]",1036d981-52f4-be2d-fd45-46c775cd6ea8,"[788018, 788019, 788020]",0,,,,,,,,,,,,,,,,,,,,,,,,
209159,[80762],260750.0,1657704937,"[2518195, 2518187]",1694736000,"[2, 3]","[15, 31, 32]",Silent Seeker,[6],,[570765],"[834866, 834867, 834868, 834869, 834870]","[111130, 25311, 35994, 96217, 28182, 106987, 28309, 113895, 113402, 25646]",silent-seeker,"Silent Seeker is a ""Hide & Seek"" multiplayer game. Play in the clutches of the hunter to find the props hidden in the map! Or Play as a prop and hide from the hunter!","[1, 268435471, 268435487, 268435488]",1759994779,https://www.igdb.com/games/silent-seeker,"[844359, 844360, 296840, 497232]",db55e823-dc6d-9cbb-c9df-78a3054e7fa0,"[427663, 427664, 427665]",0,,,,[1],,,,[179092],,,,,,,,,,,,,,,,
258709,[113107],331472.0,1690368250,"[2726970, 2725017]",1694736000,[1],[32],Elon vs AI,[6],[3],[516394],"[1100539, 1100540, 1100541, 1100542, 1100543]","[113895, 17350, 115850, 65827, 111043, 94741, 51591, 36269, 116582, 105233]",elon-vs-ai,"Elon vs AI is a 3D arena shooter in which you have to play as a warrior on a large arena, shooting persistent robots, gaining experience, improving skills, buying new weapons and fighting different types of robots.",[268435488],1695188407,https://www.igdb.com/games/elon-vs-ai,"[568533, 582274]",144a8b2a-14bb-e872-93ec-90cd14d2cfdd,[737491],0,,,,,,,,,,,,,,,,,,,,,,,,
264581,[116521],327744.0,1693815583,"[2738254, 2738743, 2739146]",1694736000,[1],"[5, 12, 13, 32]",Sniper Hunter Shooter,[6],,[598702],"[1132970, 1132973, 1132959, 1132963, 1132967]","[105269, 25311, 35994, 107318, 96217, 29348, 106987, 37419, 26574, 47823]",sniper-hunter-shooter,"For game lovers seeking realism, Sniper Hunter Shooter is an experience not to be missed! Fight as a sniper in a post-apocalyptic world, create your strategy, and test your shooting skills.","[1, 23, 268435461, 268435468, 268435469, 268435488]",1761032147,https://www.igdb.com/games/sniper-hunter-shooter,"[742634, 578734]",bcc60bdb-bfc3-0820-0645-4f64669fe46f,"[787926, 787929, 787931, 787933, 787935, 787937, 787939, 787941, 787942, 787943, 787944, 787945, 787946, 787947, 787948, 787949, 787950, 787951, 787952, 787953, 787954, 787955, 787956]",0,"[151810, 151811, 151809, 151812]",,,"[1, 23]",,,,,,,,,,,,,,,,,,,,
264688,[116625],331481.0,1693824952,"[2738862, 2738482]",1694736000,[1],"[15, 31, 32]",Inhibit,[6],,[516392],"[1133716, 1133718, 1133719, 1133720, 1133721, 1133722, 1133723]","[111130, 25311, 35994, 96217, 28182, 106987, 28309, 113895, 113402, 25646]",inhibit,"""Inhibit"" is an exhilarating and highly challenging speed run platform game that will put your reflexes to the ultimate test. Each level is more demanding than the previous one, and the slightest mistake will determine the difference between victory and defeat.","[1, 268435471, 268435487, 268435488]",1758621842,https://www.igdb.com/games/inhibit,"[578856, 582270, 582271]",162c3cad-40e6-4aec-1e62-b07f2e26025c,"[788456, 788457, 788458]",0,,,,[1],,,,,,,,,,,,,,,,,,,,
266442,,,1694591397,[2741978],1694736000,[1],"[9, 13, 32]",Pixel Puzzles World War II Jigsaws: Pack - Battle of Peleliu,[6],,[687879],"[1143654, 1143655]","[65827, 36269, 55590, 31515, 29348, 87975, 116582, 17130, 27266, 18623]",pixel-puzzles-world-war-ii-jigsaws-pack-battle-of-peleliu,"Pixel Puzzles World War II, merging history with the definitive jigsaw puzzler on the PC platform.","[268435465, 268435469, 268435488]",1736219899,https://www.igdb.com/games/pixel-puzzles-world-war-ii-jigsaws-pack-battle-of-peleliu,"[581664, 582317]",43e314c8-2f03-80ad-02b5-9571102267c7,"[797025, 797026, 797027]",13,,,,,,,263779.0,,,,,,,,,,,,,,,,,
261555,[114741],331506.0,1692086629,"[2732123, 2731911]",1694736000,"[1, 2]",,Kombate Mexicano Elexiones,[6],,[516517],"[1116017, 1116021, 1116024, 1116027, 1116030]","[100800, 113895, 87622, 57296, 25636, 57372, 105233, 95340, 87728, 65672]",kombate-mexicano-elexiones,Kombate Mexicano Elexiones is a fighting game featuring digitized stereotyped character trying to win the presidency of Mexico.,[1],1760267157,https://www.igdb.com/games/kombate-mexicano-elexiones,"[573644, 573645, 582365, 582366]",d4ab216f-c6fc-a2c9-ccb4-0951cc6b45be,"[803443, 750508, 750509]",0,,,,[1],,,,,,,[98011],,,,,,,,,,,,,
265602,[117288],328812.0,1694069213,"[2740616, 2740004]",1694736000,[1],,Laruaville 5,[6],,[704914],"[1139149, 1139150, 1139151, 1139152, 1139153, 1139154, 1139155, 1139156]",,laruaville-5,Use your Match 3 skills to build a ship and help ghosts leave an uninhabited island!,,1760787448,https://www.igdb.com/games/laruaville-5,"[580147, 580146]",97de3e13-8d97-fc29-5831-f400b8a8fa16,"[793153, 793154]",0,,,[45596],,,,,,,,,,[6423],,,,,,,,,,,
260151,[113975],331479.0,1691334691,"[2729983, 2729342]",1694736000,[1],"[5, 15, 32, 33]",HexaWars,"[6, 130]",,"[516503, 519730]","[1108600, 1108601, 1108602, 1108597, 1108598, 1108599]","[43367, 95340, 25640, 32902, 113895, 119493, 36553, 105269, 19549, 25311]",hexawars,Retro twin stick shooter that gradually gets more difficult as you defeat more waves of enemies and Bosses.,"[1, 268435461, 268435471, 268435488, 268435489]",1759747924,https://www.igdb.com/games/hexawars,"[571149, 768370, 571150, 582359]",49587b9d-75e4-3286-2657-dd2db7f92f47,"[745166, 745167, 745168]",0,"[153988, 151676]",[231405],,[1],,,,,,,,,,,,,,,,,,,,
263547,[115811],330067.0,1693194285,"[2742889, 2742524]",1694736000,"[1, 2]","[10, 14, 33]",NASCAR Arcade Rush: Project-X Edition,"[169, 49, 130]",,"[517203, 517202, 515347]","[1126522, 1126524, 1126528, 1126532, 1126537, 1126540]","[27378, 116353, 120795, 114432, 87053, 116667, 113105, 118871, 15851, 90965]",nascar-arcade-rush-project-x-edition,NASCAR Arcade Rush Project-X Edition is the ultimate NASCAR arcade experience for fans young and old by combining the full game with the thrill of all the Project-X digital content available.,"[268435466, 268435470, 268435489]",1747222186,https://www.igdb.com/games/nascar-arcade-rush-project-x-edition,[785191],e03fd17e-b935-aaff-3cc6-28565fabfc0c,"[801127, 801128, 801129, 801130, 801131, 801132, 801133, 783170, 783171, 783172, 783173, 783174, 783175]",0,"[151045, 153273, 153274, 153275, 153276, 153277]",,,,254849.0,Project-X Edition,,,,,,,,,,,,,,,,,,
186480,[62254],246644.0,1641570834,"[2217682, 2220313]",1694736000,[1],"[12, 32]",Alder Forge,[6],,"[516527, 516528]","[706302, 706303, 706304, 706305, 706306, 706307, 706308, 706309, 706310, 706311, 706312, 706313, 706314, 706315, 706316, 706317, 706318, 706319, 706320, 706321]","[17350, 19404, 29348, 96217, 106987, 35450, 113402, 28309, 80916, 56036]",alder-forge,"Play as the Five Members of the Fourth Squadron and battle your foes using the game Adaptive Turn-Based Combat System, shape your own path in a story-driven game with a handcrafted world and unique characters.","[268435468, 268435488]",1761049656,https://www.igdb.com/games/alder-forge,"[795266, 795267, 255899, 255900, 480775]",cc8c47c0-0a7b-63ab-2984-5877760147f0,"[345896, 345897]",0,,[231420],,,,,,[190384],,,,,,,,,,,,,,,,
